,symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor,time
34,AAPL,2017-07-10,145.06,145.95,143.37,144.11,21030466,34.324616646100004,34.5352116331,33.9247227944,34.099824244299995,84121864,0.0,1.0,00:00:00+00:00
35,AAPL,2017-07-11,145.53,145.85,144.38,144.73,18311156,34.4358297292,34.511549275,34.1637126111,34.2465308644,73244624,0.0,1.0,00:00:00+00:00
36,AAPL,2017-07-12,145.74,146.18,144.82,145.87,23617964,34.4855206811,34.589635056700004,34.2678269867,34.5162817467,94471856,0.0,1.0,00:00:00+00:00
37,AAPL,2017-07-13,147.77,148.49,145.44,145.5,24922788,34.9658665504,35.136235528600004,34.4145336069,34.4287310217,99691152,0.0,1.0,00:00:00+00:00
38,AAPL,2017-07-14,149.04,149.33,147.33,147.97,19961788,35.266378498099996,35.3349993366,34.8617521748,35.013191266599996,79847152,0.0,1.0,00:00:00+00:00
39,AAPL,2017-07-17,149.56,150.9,148.57,148.82,23243713,35.3894227602,35.7064983586,35.1551654151,35.2143213103,92974852,0.0,1.0,00:00:00+00:00
40,AAPL,2017-07-18,150.08,150.13,148.67,149.2,17713795,35.5124670223,35.5242982013,35.1788277732,35.304238271100004,70855180,0.0,1.0,00:00:00+00:00
41,AAPL,2017-07-19,151.02,151.42,149.95,150.48,20615419,35.7348931883,35.8295426207,35.4817059568,35.6071164546,82461676,0.0,1.0,00:00:00+00:00
42,AAPL,2017-07-20,150.34,151.74,150.19,151.5,17053326,35.5739891533,35.9052621666,35.5384956162,35.8484725072,68213304,0.0,1.0,00:00:00+00:00
43,AAPL,2017-07-21,150.27,150.44,148.88,149.99,24671002,35.557425502600005,35.597651511399995,35.2285187252,35.4911709,98684008,0.0,1.0,00:00:00+00:00
44,AAPL,2017-07-24,152.09,152.44,149.9,150.58,21122730,35.9880804199,36.0708986732,35.4698747777,35.6307788127,84490920,0.0,1.0,00:00:00+00:00
45,AAPL,2017-07-25,152.74,153.84,151.8,151.8,18612649,36.1418857475,36.402171686500004,35.9194595814,35.9194595814,74450596,0.0,1.0,00:00:00+00:00
46,AAPL,2017-07-26,153.46,153.93,153.06,153.35,15172136,36.3122547257,36.4234678088,36.2176052934,36.2862261318,60688544,0.0,1.0,00:00:00+00:00
47,AAPL,2017-07-27,150.56,153.99,147.3,153.75,32175875,35.6260463411,36.4376652236,34.8546534674,36.380875564200004,128703500,0.0,1.0,00:00:00+00:00
48,AAPL,2017-07-28,149.5,150.23,149.19,149.89,16832947,35.3752253453,35.5479605594,35.3018720353,35.4675085419,67331788,0.0,1.0,00:00:00+00:00
49,AAPL,2017-07-31,148.73,150.33,148.13,149.9,19422655,35.1930251881,35.5716229175,35.051051039499995,35.4698747777,77690620,0.0,1.0,00:00:00+00:00
50,AAPL,2017-08-01,150.05,150.22,148.41,149.1,24725526,35.5053683148,35.5455943236,35.117305642199995,35.280575913,98902104,0.0,1.0,00:00:00+00:00
51,AAPL,2017-08-02,157.14,159.75,156.16,159.28,69222793,37.1830295035,37.8006170496,36.9511383942,37.6894039666,276891172,0.0,1.0,00:00:00+00:00
52,AAPL,2017-08-03,155.57,157.21,155.02,157.05,26000738,36.8115304814,37.1995931541,36.6813875119,37.1617333812,104002952,0.0,1.0,00:00:00+00:00
53,AAPL,2017-08-04,156.39,157.4,155.69,156.07,20349532,37.0055618178,37.2445516345,36.8399253112,36.9298422719,81398128,0.0,1.0,00:00:00+00:00
54,AAPL,2017-08-07,158.81,158.92,156.6701,157.06,21870321,37.5781908836,37.6042194775,37.0718400828,37.164099617,87481284,0.0,1.0,00:00:00+00:00
55,AAPL,2017-08-08,160.08,161.83,158.27,158.6,35775675,37.878702831300004,38.2927940979,37.4504141499,37.528499931599995,143102700,0.0,1.0,00:00:00+00:00
56,AAPL,2017-08-09,161.059998,161.27,159.11,159.26,25640394,38.1105934674,38.160284892600004,37.6491779578,37.684671495,102561576,0.0,1.0,00:00:00+00:00
57,AAPL,2017-08-10,155.32,160.0,154.63,159.9,39081017,36.901447442199995,38.013337566,36.7375149239,37.98957923,156324068,0.63,1.0,00:00:00+00:00
58,AAPL,2017-08-11,157.48,158.5728,156.07,156.6,25943187,37.414627499299996,37.674258594899996,37.079634962,37.2055541427,103772748,0.0,1.0,00:00:00+00:00
59,AAPL,2017-08-14,159.85,160.21,158.75,159.32,21754810,37.977700062,38.0632300715,37.7163583663,37.8517808813,87019240,0.0,1.0,00:00:00+00:00
60,AAPL,2017-08-15,161.6,162.195,160.14,160.66,27936774,38.3934709417,38.5348330407,38.0465992364,38.1701425835,111747096,0.0,1.0,00:00:00+00:00
61,AAPL,2017-08-16,160.95,162.51,160.15,161.94,27321761,38.2390417578,38.6096717991,38.04897507,38.474249284,109287044,0.0,1.0,00:00:00+00:00
62,AAPL,2017-08-17,157.86,160.71,157.84,160.52,26925694,37.504909176,38.1820217514,37.500157508899996,38.1368809131,107702776,0.0,1.0,00:00:00+00:00
63,AAPL,2017-08-18,157.5,159.5,156.72,157.86,27012525,37.4193791665,37.894545886100005,37.2340641459,37.504909176,108050100,0.0,1.0,00:00:00+00:00
64,AAPL,2017-08-21,157.21,157.89,155.1101,157.5,26145653,37.3504799922,37.5120366768,36.851578695,37.4193791665,104582612,0.0,1.0,00:00:00+00:00
65,AAPL,2017-08-22,159.78,160.0,158.02,158.23,21297812,37.9610692268,38.013337566,37.542922513600004,37.5928150192,85191248,0.0,1.0,00:00:00+00:00
66,AAPL,2017-08-23,159.98,160.47,158.88,159.07,19198189,38.0085858988,38.1250017451,37.747244203,37.792385041399996,76792756,0.0,1.0,00:00:00+00:00
67,AAPL,2017-08-24,159.27,160.74,158.55,160.43,19029621,37.8399017133,38.1891492522,37.6688416943,38.1154984107,76118484,0.0,1.0,00:00:00+00:00
68,AAPL,2017-08-25,159.86,160.56,159.27,159.65,25015218,37.9800758956,38.1463842475,37.8399017133,37.930183390100005,100060872,0.0,1.0,00:00:00+00:00
69,AAPL,2017-08-28,161.47,162.0,159.93,160.14,25279674,38.3625851049,38.4885042856,37.9967067308,38.0465992364,101118696,0.0,1.0,00:00:00+00:00
70,AAPL,2017-08-29,162.91,163.12,160.0,160.1,29307862,38.704705143000005,38.7545976485,38.013337566,38.037095902,117231448,0.0,1.0,00:00:00+00:00
71,AAPL,2017-08-30,163.35,163.89,162.61,163.8,26973946,38.8092418213,38.9375368356,38.633430135,38.916154333200005,107895784,0.0,1.0,00:00:00+00:00
72,AAPL,2017-08-31,164.0,164.52,163.48,163.64,26412439,38.963671005100004,39.0872143522,38.8401276581,38.8781409956,105649756,0.0,1.0,00:00:00+00:00
73,AAPL,2017-09-01,164.05,164.94,163.63,164.8,16508568,38.9755501731,39.186999363299996,38.875765162,39.153737693000004,66034272,0.0,1.0,00:00:00+00:00
74,AAPL,2017-09-05,162.08,164.25,160.56,163.75,29317054,38.5075109544,39.023066845100004,38.1463842475,38.9042751652,117268216,0.0,1.0,00:00:00+00:00
75,AAPL,2017-09-06,161.91,162.99,160.52,162.71,21179047,38.4671217832,38.7237118118,38.1368809131,38.657188471,84716188,0.0,1.0,00:00:00+00:00
76,AAPL,2017-09-07,161.26,162.24,160.36,162.09,21722995,38.3126925993,38.5455242919,38.0988675755,38.5098867879,86891980,0.0,1.0,00:00:00+00:00
77,AAPL,2017-09-08,158.63,161.15,158.53,160.86,28183159,37.6878483631,38.2865584297,37.6640900271,38.2176592554,112732636,0.0,1.0,00:00:00+00:00
78,AAPL,2017-09-11,161.5,162.05,159.89,160.5,31028926,38.3697126057,38.5003834536,37.9872033964,38.1321292459,124115704,0.0,1.0,00:00:00+00:00
79,AAPL,2017-09-12,160.86,163.96,158.77,162.61,71139119,38.2176592554,38.9541676708,37.7211100335,38.633430135,284556476,0.0,1.0,00:00:00+00:00
80,AAPL,2017-09-13,159.65,159.96,157.91,159.87,44393752,37.930183390100005,38.003834231599996,37.516788344,37.9824517292,177575008,0.0,1.0,00:00:00+00:00
81,AAPL,2017-09-14,158.28,159.4,158.09,158.99,23073646,37.604694187199996,37.870787550100005,37.5595533488,37.7733783726,92294584,0.0,1.0,00:00:00+00:00
82,AAPL,2017-09-15,159.88,160.97,158.0,158.47,48203642,37.9848275628,38.243793425,37.5381708464,37.6498350255,192814568,0.0,1.0,00:00:00+00:00
83,AAPL,2017-09-18,158.67,160.5,157.995,160.11,27939718,37.6973516975,38.1321292459,37.5369829296,38.0394717356,111758872,0.0,1.0,00:00:00+00:00
84,AAPL,2017-09-19,158.73,159.77,158.44,159.51,20347352,37.711606699099995,37.9586933932,37.6427075247,37.896921719699996,81389408,0.0,1.0,00:00:00+00:00
85,AAPL,2017-09-20,156.07,158.26,153.83,157.9,51693239,37.079634962,37.59994252,36.5474482361,37.5144125104,206772956,0.0,1.0,00:00:00+00:00
86,AAPL,2017-09-21,153.39,155.8,152.75,155.8,36643382,36.4429115578,37.0154874549,36.2908582075,37.0154874549,146573528,0.0,1.0,00:00:00+00:00
87,AAPL,2017-09-22,151.89,152.27,150.56,152.02,46114424,36.0865365181,36.1768181948,35.7705506496,36.1174223549,184457696,0.0,1.0,00:00:00+00:00
88,AAPL,2017-09-25,150.55,151.83,149.16,149.99,43922334,35.768174816,36.0722815165,35.4379339459,35.6351281345,175689336,0.0,1.0,00:00:00+00:00
89,AAPL,2017-09-26,153.14,153.92,151.69,151.78,35470985,36.383515717899996,36.5688307385,36.0390198462,36.0604023485,141883940,0.0,1.0,00:00:00+00:00
90,AAPL,2017-09-27,154.23,154.7189,153.54,153.8,24959552,36.64248158,36.7586360846,36.478549061799995,36.5403207353,99838208,0.0,1.0,00:00:00+00:00
91,AAPL,2017-09-28,153.28,154.28,152.7,153.89,21896592,36.4167773882,36.654360748,36.2789790395,36.5617032377,87586368,0.0,1.0,00:00:00+00:00
92,AAPL,2017-09-29,154.12,154.13,152.0,153.21,25856530,36.6163474104,36.618723244,36.1126706877,36.400146553,103426120,0.0,1.0,00:00:00+00:00
93,AAPL,2017-10-02,153.81,154.45,152.72,154.26,18524860,36.5426965689,36.6947499192,36.2837307067,36.6496090808,74099440,0.0,1.0,00:00:00+00:00
94,AAPL,2017-10-03,154.48,155.09,153.91,154.01,16146388,36.70187742,36.8468032694,36.5664549049,36.5902132409,64585552,0.0,1.0,00:00:00+00:00
95,AAPL,2017-10-04,153.48,153.86,152.46,153.63,19844177,36.4642940602,36.5545757369,36.2219590332,36.499931564099995,79376708,0.0,1.0,00:00:00+00:00
96,AAPL,2017-10-05,155.39,155.44,154.05,154.18,21032800,36.9180782774,36.9299574454,36.5997165753,36.630602411999995,84131200,0.0,1.0,00:00:00+00:00
97,AAPL,2017-10-06,155.3,155.49,154.56,154.97,16423749,36.896695775,36.9418366134,36.7208840887,36.8182932663,65694996,0.0,1.0,00:00:00+00:00
98,AAPL,2017-10-09,155.84,156.73,155.485,155.81,16200129,37.0249907893,37.2364399795,36.9406486966,37.017863288499996,64800516,0.0,1.0,00:00:00+00:00
99,AAPL,2017-10-10,155.9,158.0,155.1,156.055,15456331,37.039245790900004,37.5381708464,36.849179103000004,37.076071211599995,61825324,0.0,1.0,00:00:00+00:00
100,AAPL,2017-10-11,156.55,156.98,155.75,155.97,16607693,37.193674974699995,37.2958358194,37.003608286900004,37.055876626,66430772,0.0,1.0,00:00:00+00:00
101,AAPL,2017-10-12,156.0,157.37,155.7299,156.35,16045720,37.063004126799996,37.3884933298,36.9988328614,37.1461583028,64182880,0.0,1.0,00:00:00+00:00
102,AAPL,2017-10-13,156.99,157.28,156.41,156.73,16287608,37.298211653,37.3671108274,37.1604133044,37.2364399795,65150432,0.0,1.0,00:00:00+00:00
103,AAPL,2017-10-16,159.88,160.0,157.65,157.9,23894630,37.9848275628,38.013337566,37.4550166705,37.5144125104,95578520,0.0,1.0,00:00:00+00:00
104,AAPL,2017-10-17,160.47,160.87,159.23,159.78,18816438,38.1250017451,38.220035089,37.830398379,37.9610692268,75265752,0.0,1.0,00:00:00+00:00
105,AAPL,2017-10-18,159.76,160.71,159.6,160.42,16158659,37.9563175596,38.1820217514,37.9183042221,38.1131225771,64634636,0.0,1.0,00:00:00+00:00
106,AAPL,2017-10-19,155.98,157.08,155.02,156.75,42111326,37.0582524596,37.3195941554,36.830172434299996,37.2411916467,168445304,0.0,1.0,00:00:00+00:00
107,AAPL,2017-10-20,156.25,157.75,155.96,156.61,23612246,37.122399966799996,37.4787750065,37.0535007925,37.2079299763,94448984,0.0,1.0,00:00:00+00:00
108,AAPL,2017-10-23,156.17,157.69,155.5,156.89,21654461,37.103393298,37.464520004899995,36.9442124469,37.2744533171,86617844,0.0,1.0,00:00:00+00:00
109,AAPL,2017-10-24,157.1,157.42,156.2,156.29,17137731,37.3243458226,37.4003724977,37.1105207988,37.1319033012,68550924,0.0,1.0,00:00:00+00:00
110,AAPL,2017-10-25,156.41,157.55,155.27,156.91,20126554,37.1604133044,37.4312583345,36.8895682742,37.2792049842,80506216,0.0,1.0,00:00:00+00:00
111,AAPL,2017-10-26,157.41,157.8295,156.78,157.23,16751691,37.3979966641,37.4976628836,37.2483191475,37.3552316594,67006764,0.0,1.0,00:00:00+00:00
112,AAPL,2017-10-27,163.05,163.6,158.7,159.29,43904150,38.7379668133,38.8686376612,37.7044791983,37.8446533805,175616600,0.0,1.0,00:00:00+00:00
113,AAPL,2017-10-30,166.72,168.07,163.72,163.89,43923292,39.6098977438,39.930635279499995,38.8971476644,38.9375368356,175693168,0.0,1.0,00:00:00+00:00
114,AAPL,2017-10-31,169.04,169.6499,166.94,167.9,35474672,40.1610911385,40.3059932296,39.6621660829,39.8902461083,141898688,0.0,1.0,00:00:00+00:00
115,AAPL,2017-11-01,166.89,169.94,165.61,169.87,33100847,39.6502869149,40.3749161623,39.3461802144,40.3582853271,132403388,0.0,1.0,00:00:00+00:00
116,AAPL,2017-11-02,168.11,168.5,165.28,167.64,32710040,39.9401386139,40.0327961242,39.2677777057,39.8284744348,130840160,0.0,1.0,00:00:00+00:00
117,AAPL,2017-11-03,172.5,174.26,171.12,174.0,58683826,40.9831295633,41.4012762766,40.655264526799996,41.339504603,234735304,0.0,1.0,00:00:00+00:00
118,AAPL,2017-11-06,174.25,174.99,171.72,172.365,34242566,41.398900443,41.5747121292,40.7978145427,40.9510558098,136970264,0.0,1.0,00:00:00+00:00
119,AAPL,2017-11-07,174.81,175.25,173.6,173.91,23910914,41.5319471244,41.6364838028,41.244471259099996,41.3181221006,95643656,0.0,1.0,00:00:00+00:00
120,AAPL,2017-11-08,176.24,176.24,174.33,174.66,23907639,41.8716913289,41.8716913289,41.4179071117,41.4963096205,95630556,0.0,1.0,00:00:00+00:00
121,AAPL,2017-11-09,175.88,176.095,173.14,175.11,28636531,41.7861613194,41.8372417418,41.1351829136,41.6032221324,114546124,0.0,1.0,00:00:00+00:00
122,AAPL,2017-11-10,174.67,175.38,174.27,175.11,25061183,41.6483629707,41.8176555665,41.5529868604,41.7532766921,100244732,0.63,1.0,00:00:00+00:00
123,AAPL,2017-11-13,173.97,174.5,173.4,173.5,16828025,41.4814547777,41.6078281239,41.345543820500005,41.3693878481,67312100,0.0,1.0,00:00:00+00:00
124,AAPL,2017-11-14,171.34,173.48,171.18,173.04,23588451,40.854356852399995,41.364619042600005,40.8162064083,41.2597053212,94353804,0.0,1.0,00:00:00+00:00
125,AAPL,2017-11-15,169.08,170.3197,168.38,169.97,28702351,40.3154818291,40.611076239,40.148573636100004,40.5276936746,114809404,0.0,1.0,00:00:00+00:00
126,AAPL,2017-11-16,171.1,171.87,170.3,171.18,23497326,40.7971311862,40.9807301986,40.6063789656,40.8162064083,93989304,0.0,1.0,00:00:00+00:00
127,AAPL,2017-11-17,170.15,171.39,169.64,171.04,21665811,40.5706129242,40.8662788662,40.4490083836,40.7828247697,86663244,0.0,1.0,00:00:00+00:00
128,AAPL,2017-11-20,169.98,170.56,169.56,170.29,15974387,40.5300780773,40.6683734373,40.4299331615,40.603994562800004,63897548,0.0,1.0,00:00:00+00:00
129,AAPL,2017-11-21,173.14,173.7,170.78,170.78,24875471,41.2835493488,41.4170759032,40.720830298,40.720830298,99501884,0.0,1.0,00:00:00+00:00
130,AAPL,2017-11-22,174.96,175.0,173.05,173.36,24997274,41.7175106507,41.7270482617,41.262089724,41.3360062095,99989096,0.0,1.0,00:00:00+00:00
131,AAPL,2017-11-24,174.97,175.5,174.6459,175.1,14026519,41.7198950535,41.8462683996,41.6426165601,41.7508922893,56106076,0.0,1.0,00:00:00+00:00
132,AAPL,2017-11-27,174.09,175.08,173.34,175.05,20536313,41.5100676108,41.7461234838,41.331237404,41.7389702755,82145252,0.0,1.0,00:00:00+00:00
133,AAPL,2017-11-28,173.07,174.87,171.86,174.3,25468442,41.2668585295,41.696051025900005,40.978345795799996,41.5601400687,101873768,0.0,1.0,00:00:00+00:00
134,AAPL,2017-11-29,169.48,172.92,167.16,172.63,40788324,40.4108579394,41.231092488099996,39.857676499600004,41.161944808099996,163153296,0.0,1.0,00:00:00+00:00
135,AAPL,2017-11-30,171.85,172.14,168.44,170.43,40172368,40.975961393,41.045109073,40.1628800526,40.6373762014,160689472,0.0,1.0,00:00:00+00:00
136,AAPL,2017-12-01,171.05,171.67,168.5,169.95,39590080,40.785209172399995,40.9330421434,40.1771864692,40.522924869099995,158360320,0.0,1.0,00:00:00+00:00
137,AAPL,2017-12-04,169.8,172.62,169.63,172.48,32115052,40.4871588277,41.1595604054,40.4466239808,41.126178766799995,128460208,0.0,1.0,00:00:00+00:00
138,AAPL,2017-12-05,169.64,171.52,168.4,169.06,27008428,40.4490083836,40.897276102,40.153342441599996,40.3107130236,108033712,0.0,1.0,00:00:00+00:00
139,AAPL,2017-12-06,169.01,170.2047,166.46,167.5,28224357,40.2987910098,40.5836556073,39.6907683066,39.9387461934,112897428,0.0,1.0,00:00:00+00:00
140,AAPL,2017-12-07,169.32,170.44,168.91,169.03,24469613,40.372707495300006,40.6397606042,40.2749469822,40.303559815300005,97878452,0.0,1.0,00:00:00+00:00
141,AAPL,2017-12-08,169.37,171.0,168.82,170.49,23096872,40.3846295091,40.7732871586,40.2534873574,40.651682618,92387488,0.0,1.0,00:00:00+00:00
142,AAPL,2017-12-11,172.67,172.89,168.79,169.2,33092051,41.171482419200004,41.2239392798,40.2463341491,40.3440946622,132368204,0.0,1.0,00:00:00+00:00
143,AAPL,2017-12-12,171.7,172.39,171.46099999999998,172.15,18945457,40.9401953517,41.104719142,40.883208125799996,41.047493475799996,75781828,0.0,1.0,00:00:00+00:00
144,AAPL,2017-12-13,172.27,173.54,172.0,172.5,23142242,41.0761063089,41.378925459099996,41.0117274344,41.1309475723,92568968,0.0,1.0,00:00:00+00:00
145,AAPL,2017-12-14,172.22,173.13,171.65,172.4,20219307,41.064184295100006,41.281164946,40.9282733379,41.107103544699996,80877228,0.0,1.0,00:00:00+00:00
146,AAPL,2017-12-15,173.97,174.17,172.46,173.63,37054632,41.4814547777,41.5291428329,41.1214099613,41.4003850839,148218528,0.0,1.0,00:00:00+00:00
147,AAPL,2017-12-18,176.42,177.2,174.86,174.88,28831533,42.065633453400004,42.2516168685,41.6936666231,41.6984354287,115326132,0.0,1.0,00:00:00+00:00
148,AAPL,2017-12-19,174.54,175.39,174.09,175.03,27078872,41.6173657349,41.8200399693,41.5100676108,41.73420147,108315488,0.0,1.0,00:00:00+00:00
149,AAPL,2017-12-20,174.35,175.42,173.25,174.87,23000392,41.5720620825,41.8271931776,41.309777779099996,41.696051025900005,92001568,0.0,1.0,00:00:00+00:00
150,AAPL,2017-12-21,175.01,176.02,174.1,174.17,20356826,41.729432664499996,41.970257343,41.5124520135,41.5291428329,81427304,0.0,1.0,00:00:00+00:00
151,AAPL,2017-12-22,175.01,175.42,174.5,174.68,16052615,41.729432664499996,41.8271931776,41.6078281239,41.650747373499996,64210460,0.0,1.0,00:00:00+00:00
152,AAPL,2017-12-26,170.57,171.47,169.68,170.8,32968167,40.67075784,40.8853540882,40.4585459946,40.7255991035,131872668,0.0,1.0,00:00:00+00:00
153,AAPL,2017-12-27,170.6,170.78,169.71,170.1,21672062,40.6779110483,40.720830298,40.4656992029,40.5586909104,86688248,0.0,1.0,00:00:00+00:00
154,AAPL,2017-12-28,171.08,171.85,170.48,171.0,15997739,40.7923623807,40.975961393,40.6492982152,40.7732871586,63990956,0.0,1.0,00:00:00+00:00
155,AAPL,2017-12-29,169.23,170.59,169.22,170.52,25643711,40.3512478705,40.6755266456,40.3488634677,40.6588358262,102574844,0.0,1.0,00:00:00+00:00
156,AAPL,2018-01-02,172.26,172.3,169.26,170.16,25048048,41.073721906100005,41.083259517100004,40.3584010788,40.572997326999996,100192192,0.0,1.0,00:00:00+00:00
157,AAPL,2018-01-03,172.23,174.55,171.96,172.53,28819653,41.0665686978,41.6197501376,41.0021898234,41.1381007806,115278612,0.0,1.0,00:00:00+00:00
158,AAPL,2018-01-04,173.03,173.47,172.08,172.54,22211345,41.2573209185,41.3622346398,41.0308026565,41.1404851833,88845380,0.0,1.0,00:00:00+00:00
159,AAPL,2018-01-05,175.0,175.37,173.05,173.44,23016177,41.7270482617,41.8152711638,41.262089724,41.355081431500004,92064708,0.0,1.0,00:00:00+00:00
160,AAPL,2018-01-08,174.35,175.61,173.93,174.35,20134092,41.5720620825,41.87249683,41.4719171667,41.5720620825,80536368,0.0,1.0,00:00:00+00:00
161,AAPL,2018-01-09,174.33,175.06,173.41,174.55,21262614,41.567293277,41.7413546783,41.3479282233,41.6197501376,85050456,0.0,1.0,00:00:00+00:00
162,AAPL,2018-01-10,174.29,174.3,173.0,173.16,23589129,41.557755665900004,41.5601400687,41.2501677102,41.2883181543,94356516,0.0,1.0,00:00:00+00:00
163,AAPL,2018-01-11,175.28,175.49,174.49,174.59,17523256,41.793811539000004,41.8438839969,41.6054437211,41.6292877487,70093024,0.0,1.0,00:00:00+00:00
